episode,epsilon,reward,mean_reward
0,0.0,0.1,
0,0.6925375375162358,,0.3
10,0.5920827867630939,,0.4
20,0.6925375375162358,,0.3
30,0.7940018752988449,,0.2
40,0.5920827867630939,,0.4
50,0.49262757748063213,,0.5
60,0.5920827867630939,,0.4
70,0.8964859466292551,,0.1
80,1.0,,0.0
90,0.6925375375162358,,0.3
100,0.8964859466292551,,0.1
110,0.5920827867630939,,0.4
120,0.6925375375162358,,0.3
130,0.7940018752988449,,0.2
140,0.7940018752988449,,0.2
150,0.6925375375162358,,0.3
160,0.7940018752988449,,0.2
170,0.2966760998729269,,0.7
180,0.7940018752988449,,0.2
190,0.49262757748063213,,0.5
200,0.6925375375162358,,0.3
210,0.5920827867630939,,0.4
220,0.49262757748063213,,0.5
230,0.3941619640650418,,0.6
240,0.5920827867630939,,0.4
250,0.49262757748063213,,0.5
260,0.2966760998729269,,0.7
270,0.5920827867630939,,0.4
280,0.3941619640650418,,0.6
290,0.6925375375162358,,0.3
300,0.6925375375162358,,0.3
310,0.5920827867630939,,0.4
320,0.2966760998729269,,0.7
330,0.5920827867630939,,0.4
340,0.3941619640650418,,0.6
350,0.5920827867630939,,0.4
360,0.5920827867630939,,0.4
370,0.5920827867630939,,0.4
380,0.49262757748063213,,0.5
390,0.49262757748063213,,0.5
400,0.5920827867630939,,0.4
410,0.5920827867630939,,0.4
420,0.49262757748063213,,0.5
430,0.3941619640650418,,0.6
440,0.3941619640650418,,0.6
450,0.20016023623662868,,0.8
460,0.49262757748063213,,0.5
470,0.3941619640650418,,0.6
480,0.20016023623662868,,0.8
490,0.20016023623662868,,0.8
500,0.49262757748063213,,0.5
510,0.5920827867630939,,0.4
520,0.20016023623662868,,0.8
530,0.3941619640650418,,0.6
540,0.10460472148935515,,0.9
550,0.20016023623662868,,0.8
560,0.20016023623662868,,0.8
570,0.2966760998729269,,0.7
580,0.01,,1.0
590,0.2966760998729269,,0.7
600,0.3941619640650418,,0.6
610,0.2966760998729269,,0.7
620,0.10460472148935515,,0.9
630,0.3941619640650418,,0.6
640,0.2966760998729269,,0.7
650,0.10460472148935515,,0.9
660,0.2966760998729269,,0.7
670,0.10460472148935515,,0.9
680,0.20016023623662868,,0.8
690,0.20016023623662868,,0.8
700,0.20016023623662868,,0.8
710,0.49262757748063213,,0.5
720,0.10460472148935515,,0.9
730,0.2966760998729269,,0.7
740,0.20016023623662868,,0.8
750,0.01,,1.0
760,0.10460472148935515,,0.9
770,0.20016023623662868,,0.8
780,0.01,,1.0
790,0.10460472148935515,,0.9
800,0.2966760998729269,,0.7
810,0.10460472148935515,,0.9
820,0.20016023623662868,,0.8
830,0.20016023623662868,,0.8
840,0.20016023623662868,,0.8
850,0.10460472148935515,,0.9
860,0.20016023623662868,,0.8
870,0.10460472148935515,,0.9
880,0.01,,1.0
890,0.49262757748063213,,0.5
900,0.2966760998729269,,0.7
910,0.10460472148935515,,0.9
920,0.10460472148935515,,0.9
930,0.01,,1.0
940,0.10460472148935515,,0.9
950,0.49262757748063213,,0.5
960,0.2966760998729269,,0.7
970,0.2966760998729269,,0.7
980,0.10460472148935515,,0.9
990,0.10460472148935515,,0.9
