episode,epsilon,mean_reward
0,0.0,
0,0.8127289775444044,0.2
10,0.8127289775444044,0.2
20,0.8127289775444044,0.2
30,0.6291661697846308,0.4
40,0.8127289775444044,0.2
50,0.9058963151175046,0.1
60,0.8127289775444044,0.2
70,0.8127289775444044,0.2
80,0.5387523431642111,0.5
90,0.6291661697846308,0.4
100,0.7204886704693053,0.3
110,0.6291661697846308,0.4
120,0.8127289775444044,0.2
130,0.6291661697846308,0.4
140,0.7204886704693053,0.3
150,0.6291661697846308,0.4
160,1.0,0.0
170,0.6291661697846308,0.4
180,0.7204886704693053,0.3
190,0.8127289775444044,0.2
200,0.6291661697846308,0.4
210,0.6291661697846308,0.4
220,0.2728729420332988,0.8
230,0.6291661697846308,0.4
240,0.5387523431642111,0.5
250,0.7204886704693053,0.3
260,0.5387523431642111,0.5
270,0.6291661697846308,0.4
280,0.7204886704693053,0.3
290,0.3606146362481154,0.7
300,0.5387523431642111,0.5
310,0.6291661697846308,0.4
320,0.3606146362481154,0.7
330,0.8127289775444044,0.2
340,0.5387523431642111,0.5
350,0.449238149150038,0.6
360,0.449238149150038,0.6
370,0.6291661697846308,0.4
380,0.449238149150038,0.6
390,0.449238149150038,0.6
400,0.5387523431642111,0.5
410,0.5387523431642111,0.5
420,0.2728729420332988,0.8
430,0.7204886704693053,0.3
440,0.3606146362481154,0.7
450,0.5387523431642111,0.5
460,0.3606146362481154,0.7
470,0.6291661697846308,0.4
480,0.449238149150038,0.6
490,0.449238149150038,0.6
500,0.6291661697846308,0.4
510,0.5387523431642111,0.5
520,0.449238149150038,0.6
530,0.2728729420332988,0.8
540,0.2728729420332988,0.8
550,0.449238149150038,0.6
560,0.449238149150038,0.6
570,0.2728729420332988,0.8
580,0.2728729420332988,0.8
590,0.3606146362481154,0.7
600,0.2728729420332988,0.8
610,0.449238149150038,0.6
620,0.2728729420332988,0.8
630,0.449238149150038,0.6
640,0.5387523431642111,0.5
650,0.2728729420332988,0.8
660,0.2728729420332988,0.8
670,0.449238149150038,0.6
680,0.2728729420332988,0.8
690,0.3606146362481154,0.7
700,0.3606146362481154,0.7
710,0.18600429226305015,0.9
720,0.3606146362481154,0.7
730,0.1,1.0
740,0.2728729420332988,0.8
750,0.18600429226305015,0.9
760,0.2728729420332988,0.8
770,0.18600429226305015,0.9
780,0.18600429226305015,0.9
790,0.3606146362481154,0.7
800,0.18600429226305015,0.9
810,0.18600429226305015,0.9
820,0.2728729420332988,0.8
830,0.18600429226305015,0.9
840,0.1,1.0
850,0.449238149150038,0.6
860,0.18600429226305015,0.9
870,0.18600429226305015,0.9
880,0.2728729420332988,0.8
890,0.2728729420332988,0.8
900,0.2728729420332988,0.8
910,0.3606146362481154,0.7
920,0.18600429226305015,0.9
930,0.3606146362481154,0.7
940,0.18600429226305015,0.9
950,0.3606146362481154,0.7
960,0.18600429226305015,0.9
970,0.2728729420332988,0.8
980,0.1,1.0
990,0.1,1.0
