episode,epsilon,mean_reward
0,0.0,
0,1.0,0.0
10,0.6291661697846308,0.4
20,0.6291661697846308,0.4
30,0.8127289775444044,0.2
40,0.8127289775444044,0.2
50,0.8127289775444044,0.2
60,0.6291661697846308,0.4
70,0.7204886704693053,0.3
80,0.449238149150038,0.6
90,0.8127289775444044,0.2
100,0.6291661697846308,0.4
110,0.6291661697846308,0.4
120,0.449238149150038,0.6
130,0.8127289775444044,0.2
140,0.6291661697846308,0.4
150,0.6291661697846308,0.4
160,0.6291661697846308,0.4
170,0.8127289775444044,0.2
180,0.8127289775444044,0.2
190,0.8127289775444044,0.2
200,0.6291661697846308,0.4
210,0.5387523431642111,0.5
220,0.3606146362481154,0.7
230,0.6291661697846308,0.4
240,0.5387523431642111,0.5
250,0.6291661697846308,0.4
260,0.8127289775444044,0.2
270,0.5387523431642111,0.5
280,0.5387523431642111,0.5
290,0.7204886704693053,0.3
300,0.8127289775444044,0.2
310,0.449238149150038,0.6
320,0.7204886704693053,0.3
330,0.449238149150038,0.6
340,0.7204886704693053,0.3
350,0.6291661697846308,0.4
360,0.3606146362481154,0.7
370,0.6291661697846308,0.4
380,0.6291661697846308,0.4
390,0.7204886704693053,0.3
400,0.5387523431642111,0.5
410,0.6291661697846308,0.4
420,0.6291661697846308,0.4
430,0.5387523431642111,0.5
440,0.3606146362481154,0.7
450,0.8127289775444044,0.2
460,0.449238149150038,0.6
470,0.6291661697846308,0.4
480,0.5387523431642111,0.5
490,0.7204886704693053,0.3
500,0.8127289775444044,0.2
510,0.449238149150038,0.6
520,0.449238149150038,0.6
530,0.3606146362481154,0.7
540,0.3606146362481154,0.7
550,0.18600429226305015,0.9
560,0.449238149150038,0.6
570,0.6291661697846308,0.4
580,0.6291661697846308,0.4
590,0.5387523431642111,0.5
600,0.3606146362481154,0.7
610,0.449238149150038,0.6
620,0.5387523431642111,0.5
630,0.7204886704693053,0.3
640,0.3606146362481154,0.7
650,0.3606146362481154,0.7
660,0.2728729420332988,0.8
670,0.8127289775444044,0.2
680,0.5387523431642111,0.5
690,0.6291661697846308,0.4
700,0.2728729420332988,0.8
710,0.3606146362481154,0.7
720,0.2728729420332988,0.8
730,0.449238149150038,0.6
740,0.3606146362481154,0.7
750,0.3606146362481154,0.7
760,0.18600429226305015,0.9
770,0.449238149150038,0.6
780,0.18600429226305015,0.9
790,0.1,1.0
800,0.2728729420332988,0.8
810,0.449238149150038,0.6
820,0.3606146362481154,0.7
830,0.2728729420332988,0.8
840,0.18600429226305015,0.9
850,0.2728729420332988,0.8
860,0.18600429226305015,0.9
870,0.2728729420332988,0.8
880,0.3606146362481154,0.7
890,0.3606146362481154,0.7
900,0.2728729420332988,0.8
910,0.18600429226305015,0.9
920,0.2728729420332988,0.8
930,0.2728729420332988,0.8
940,0.1,1.0
950,0.18600429226305015,0.9
960,0.449238149150038,0.6
970,0.2728729420332988,0.8
980,0.3606146362481154,0.7
990,0.2728729420332988,0.8
