episode,epsilon,reward,mean_reward
0,0.0,0.1,
0,0.17354390655479243,,0.2
10,0.17354390655479243,,0.2
20,0.4124314514237259,,0.1
30,0.4124314514237259,,0.1
40,0.4124314514237259,,0.1
50,0.020877073204287257,,0.5
60,0.07641947872116295,,0.3
70,0.07641947872116295,,0.3
80,0.020877073204287257,,0.5
90,0.03693163314434385,,0.4
100,0.17354390655479243,,0.2
110,0.03693163314434385,,0.4
120,0.020877073204287257,,0.5
130,0.014349776232173404,,0.6
140,0.020877073204287257,,0.5
150,0.03693163314434385,,0.4
160,0.01169597532319524,,0.7
170,0.07641947872116295,,0.3
180,0.014349776232173404,,0.6
190,0.03693163314434385,,0.4
200,0.020877073204287257,,0.5
210,0.17354390655479243,,0.2
220,0.014349776232173404,,0.6
230,0.03693163314434385,,0.4
240,0.4124314514237259,,0.1
250,0.03693163314434385,,0.4
260,0.014349776232173404,,0.6
270,0.03693163314434385,,0.4
280,0.01169597532319524,,0.7
290,0.014349776232173404,,0.6
300,0.03693163314434385,,0.4
310,0.07641947872116295,,0.3
320,0.014349776232173404,,0.6
330,0.03693163314434385,,0.4
340,0.020877073204287257,,0.5
350,0.07641947872116295,,0.3
360,0.020877073204287257,,0.5
370,0.01169597532319524,,0.7
380,0.014349776232173404,,0.6
390,0.17354390655479243,,0.2
400,0.010617020390612695,,0.8
410,0.01169597532319524,,0.7
420,0.010178350050797166,,0.9
430,0.03693163314434385,,0.4
440,0.014349776232173404,,0.6
450,0.020877073204287257,,0.5
460,0.020877073204287257,,0.5
470,0.01169597532319524,,0.7
480,0.01169597532319524,,0.7
490,0.01169597532319524,,0.7
500,0.01169597532319524,,0.7
510,0.01169597532319524,,0.7
520,0.01169597532319524,,0.7
530,0.020877073204287257,,0.5
540,0.01169597532319524,,0.7
550,0.014349776232173404,,0.6
560,0.010617020390612695,,0.8
570,0.010617020390612695,,0.8
580,0.014349776232173404,,0.6
590,0.010617020390612695,,0.8
600,0.010617020390612695,,0.8
610,0.01169597532319524,,0.7
620,0.03693163314434385,,0.4
630,0.010178350050797166,,0.9
640,0.010617020390612695,,0.8
650,0.01169597532319524,,0.7
660,0.03693163314434385,,0.4
670,0.01169597532319524,,0.7
680,0.014349776232173404,,0.6
690,0.014349776232173404,,0.6
700,0.010617020390612695,,0.8
710,0.01169597532319524,,0.7
720,0.010178350050797166,,0.9
730,0.010178350050797166,,0.9
740,0.010617020390612695,,0.8
750,0.010178350050797166,,0.9
760,0.01169597532319524,,0.7
770,0.010617020390612695,,0.8
780,0.010178350050797166,,0.9
790,0.01169597532319524,,0.7
800,0.01169597532319524,,0.7
810,0.010178350050797166,,0.9
820,0.010178350050797166,,0.9
830,0.010178350050797166,,0.9
840,0.010617020390612695,,0.8
850,0.01169597532319524,,0.7
860,0.010617020390612695,,0.8
870,0.010178350050797166,,0.9
880,0.010178350050797166,,0.9
890,0.010617020390612695,,0.8
900,0.01169597532319524,,0.7
910,0.01,,1.0
920,0.010178350050797166,,0.9
930,0.01169597532319524,,0.7
940,0.010178350050797166,,0.9
950,0.010178350050797166,,0.9
960,0.010617020390612695,,0.8
970,0.01169597532319524,,0.7
980,0.010617020390612695,,0.8
990,0.01169597532319524,,0.7
