episode,epsilon,mean_reward
0,0.0,
0,0.7204886704693053,0.3
10,0.5387523431642111,0.5
20,0.8127289775444044,0.2
30,0.449238149150038,0.6
40,0.9058963151175046,0.1
50,0.5387523431642111,0.5
60,0.8127289775444044,0.2
70,0.5387523431642111,0.5
80,0.6291661697846308,0.4
90,0.7204886704693053,0.3
100,0.8127289775444044,0.2
110,0.6291661697846308,0.4
120,0.8127289775444044,0.2
130,0.6291661697846308,0.4
140,0.5387523431642111,0.5
150,0.7204886704693053,0.3
160,0.6291661697846308,0.4
170,0.5387523431642111,0.5
180,0.7204886704693053,0.3
190,0.8127289775444044,0.2
200,0.7204886704693053,0.3
210,0.6291661697846308,0.4
220,0.8127289775444044,0.2
230,0.7204886704693053,0.3
240,0.7204886704693053,0.3
250,0.5387523431642111,0.5
260,0.5387523431642111,0.5
270,0.8127289775444044,0.2
280,0.8127289775444044,0.2
290,0.8127289775444044,0.2
300,0.5387523431642111,0.5
310,0.2728729420332988,0.8
320,0.7204886704693053,0.3
330,0.7204886704693053,0.3
340,0.9058963151175046,0.1
350,0.8127289775444044,0.2
360,0.6291661697846308,0.4
370,0.449238149150038,0.6
380,0.3606146362481154,0.7
390,0.2728729420332988,0.8
400,0.6291661697846308,0.4
410,0.5387523431642111,0.5
420,0.6291661697846308,0.4
430,0.5387523431642111,0.5
440,0.5387523431642111,0.5
450,0.6291661697846308,0.4
460,0.6291661697846308,0.4
470,0.5387523431642111,0.5
480,0.3606146362481154,0.7
490,0.6291661697846308,0.4
500,0.3606146362481154,0.7
510,0.5387523431642111,0.5
520,0.449238149150038,0.6
530,0.2728729420332988,0.8
540,0.3606146362481154,0.7
550,0.449238149150038,0.6
560,0.5387523431642111,0.5
570,0.18600429226305015,0.9
580,0.2728729420332988,0.8
590,0.2728729420332988,0.8
600,0.449238149150038,0.6
610,0.2728729420332988,0.8
620,0.3606146362481154,0.7
630,0.3606146362481154,0.7
640,0.2728729420332988,0.8
650,0.5387523431642111,0.5
660,0.5387523431642111,0.5
670,0.449238149150038,0.6
680,0.3606146362481154,0.7
690,0.18600429226305015,0.9
700,0.2728729420332988,0.8
710,0.3606146362481154,0.7
720,0.3606146362481154,0.7
730,0.2728729420332988,0.8
740,0.2728729420332988,0.8
750,0.2728729420332988,0.8
760,0.3606146362481154,0.7
770,0.2728729420332988,0.8
780,0.18600429226305015,0.9
790,0.2728729420332988,0.8
800,0.7204886704693053,0.3
810,0.449238149150038,0.6
820,0.18600429226305015,0.9
830,0.18600429226305015,0.9
840,0.2728729420332988,0.8
850,0.2728729420332988,0.8
860,0.7204886704693053,0.3
870,0.449238149150038,0.6
880,0.2728729420332988,0.8
890,0.449238149150038,0.6
900,0.6291661697846308,0.4
910,0.2728729420332988,0.8
920,0.3606146362481154,0.7
930,0.449238149150038,0.6
940,0.18600429226305015,0.9
950,0.18600429226305015,0.9
960,0.18600429226305015,0.9
970,0.2728729420332988,0.8
980,0.1,1.0
990,0.3606146362481154,0.7
