episode,epsilon,mean_reward
0,0.0,
0,0.22568154181528333,0.3
10,0.08509959822103112,0.5
20,0.08509959822103112,0.5
30,0.36995543990675755,0.2
40,0.36995543990675755,0.2
50,1.0,0.0
60,0.22568154181528333,0.3
70,0.22568154181528333,0.3
80,0.36995543990675755,0.2
90,0.22568154181528333,0.3
100,0.36995543990675755,0.2
110,0.1381749992265483,0.4
120,0.36995543990675755,0.2
130,0.1381749992265483,0.4
140,0.1381749992265483,0.4
150,0.36995543990675755,0.2
160,0.22568154181528333,0.3
170,0.08509959822103112,0.5
180,0.22568154181528333,0.3
190,0.1381749992265483,0.4
200,0.22568154181528333,0.3
210,0.08509959822103112,0.5
220,0.1381749992265483,0.4
230,0.22568154181528333,0.3
240,0.05290774023464227,0.6
250,0.08509959822103112,0.5
260,0.22568154181528333,0.3
270,0.08509959822103112,0.5
280,0.22568154181528333,0.3
290,0.22568154181528333,0.3
300,0.05290774023464227,0.6
310,0.08509959822103112,0.5
320,0.0333823913727823,0.7
330,0.02153966864647923,0.8
340,0.0333823913727823,0.7
350,0.36995543990675755,0.2
360,0.1381749992265483,0.4
370,0.1381749992265483,0.4
380,0.05290774023464227,0.6
390,0.02153966864647923,0.8
400,0.08509959822103112,0.5
410,0.0333823913727823,0.7
420,0.08509959822103112,0.5
430,0.08509959822103112,0.5
440,0.08509959822103112,0.5
450,0.08509959822103112,0.5
460,0.05290774023464227,0.6
470,0.0333823913727823,0.7
480,0.0333823913727823,0.7
490,0.0333823913727823,0.7
500,0.08509959822103112,0.5
510,0.05290774023464227,0.6
520,0.08509959822103112,0.5
530,0.05290774023464227,0.6
540,0.0333823913727823,0.7
550,0.05290774023464227,0.6
560,0.08509959822103112,0.5
570,0.02153966864647923,0.8
580,0.0333823913727823,0.7
590,0.1381749992265483,0.4
600,0.05290774023464227,0.6
610,0.0333823913727823,0.7
620,0.02153966864647923,0.8
630,0.1381749992265483,0.4
640,0.0333823913727823,0.7
650,0.014356694218500735,0.9
660,0.014356694218500735,0.9
670,0.02153966864647923,0.8
680,0.02153966864647923,0.8
690,0.0333823913727823,0.7
700,0.01,1.0
710,0.02153966864647923,0.8
720,0.0333823913727823,0.7
730,0.05290774023464227,0.6
740,0.02153966864647923,0.8
750,0.0333823913727823,0.7
760,0.0333823913727823,0.7
770,0.014356694218500735,0.9
780,0.05290774023464227,0.6
790,0.0333823913727823,0.7
800,0.014356694218500735,0.9
810,0.0333823913727823,0.7
820,0.014356694218500735,0.9
830,0.014356694218500735,0.9
840,0.02153966864647923,0.8
850,0.0333823913727823,0.7
860,0.014356694218500735,0.9
870,0.02153966864647923,0.8
880,0.05290774023464227,0.6
890,0.05290774023464227,0.6
900,0.02153966864647923,0.8
910,0.02153966864647923,0.8
920,0.01,1.0
930,0.014356694218500735,0.9
940,0.02153966864647923,0.8
950,0.014356694218500735,0.9
960,0.014356694218500735,0.9
970,0.014356694218500735,0.9
980,0.02153966864647923,0.8
990,0.02153966864647923,0.8
